Code_departement,annee,[age_moyen]0 à 4 ans,[age_moyen]5 à 9 ans,[age_moyen]10 à 14 ans,[age_moyen]15 à 19 ans,[age_moyen]20 à 24 ans,[age_moyen]25 à 29 ans,[age_moyen]30 à 34 ans,[age_moyen]35 à 39 ans,[age_moyen]40 à 44 ans,[age_moyen]45 à 49 ans,[age_moyen]50 à 54 ans,[age_moyen]55 à 59 ans,[age_moyen]60 à 64 ans,[age_moyen]65 à 69 ans,[age_moyen]70 à 74 ans,[age_moyen]75 à 79 ans,[age_moyen]80 ans et plus,[delinquance]nombre,[delinquance]taux_pour_mille,[taux_chomage]Taux_moyen,[equipement_sportif]nb_equipements,[etablissement_culturel]nombre_etablissements,"[niveau_etude]Aucun diplôme, CEP",[niveau_etude]Brevet des collèges,"[niveau_etude]CAP, BEP ou équivalent",[niveau_etude]Baccalauréat ou équivalent,[niveau_etude]Diplôme de niveau bac+2,[niveau_etude]Diplôme de niveau bac+3 ou bac+4,[niveau_etude]Diplôme de niveau bac+5 ou plus,[categorie_professionnelle] Agriculteurs,"[categorie_professionnelle] Artisans, commerçants et patron",[categorie_professionnelle] Autres,[categorie_professionnelle] Cadres et professions supérieures,[categorie_professionnelle] Employés,[categorie_professionnelle] Employés peu qualifiés,[categorie_professionnelle] Employés qualifiés,[categorie_professionnelle] Ouvriers peu qualifiés,[categorie_professionnelle] Ouvriers qualifiés,[categorie_professionnelle] Professions intermédiaires,[pouvoir_achat]Pouvoir d'achat du RDB,[pouvoir_achat]Revenu disponible brut (RDB),[compte_publique]depenses,[compte_publique]population,[compte_publique]euros_par_habitant,[Spécialistes]EFFECTIF,[Spécialistes]DENSITE /100 000 hab.,[Généralistes et MEP]EFFECTIF,[Généralistes et MEP]DENSITE /100 000 hab.,[Auxiliaires médicaux]EFFECTIF,[Auxiliaires médicaux]DENSITE /100 000 hab.,[Sages-femmes]EFFECTIF,[Sages-femmes]DENSITE /100 000 hab.,[Dentistes et ODF]EFFECTIF,[Dentistes et ODF]DENSITE /100 000 hab.,[Laboratoires]EFFECTIF,[Laboratoires]DENSITE /100 000 hab.
51,2022,28288,32871,34677,36612,36326,33187,34035,34664,34248,35137,36556,35455,34468,32459,32607,20133,32384,24175,2.480249261111111,7.025,3146.0,508,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,4741262527.95,344696004.0,13.75491004517128,2076,419.7305600282006,1079,191.2754295276791,2692,477.21358321456177,63,52.13634896596241,670.0,118.77158274656625,48,8.509008913186836
52,2022,7568,8917,9548,9242,8332,7888,9114,9404,9375,9972,11257,12290,12293,12294,11695,7569,13107,6325,2.142854077777778,6.25,1255.0,114,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,2079180289.41,87308844.0,23.814085654484213,371,240.55332898889927,219,130.71193238791005,764,455.9996180107912,14,46.86819992634997,134.0,79.97899059351573,12,7.1622976650909616
53,2022,15174,18433,20438,19919,15241,14603,15876,17146,18162,19444,20271,20425,19802,18728,18146,11380,22249,9091,1.704402411111111,4.975,2602.0,216,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,3950692010.13,224796650.0,17.574514611894795,558,198.51418798439155,366,119.82242709165433,1188,388.93181252700913,25,43.044818264777284,188.0,61.54813194871862,16,5.238138889252649
54,2022,35958,41071,44034,49260,49774,43414,45258,46278,45509,45418,46601,46395,45368,42021,39129,24861,42549,28394,2.2279009944444446,6.949999999999999,3461.0,665,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,7525025286.23,399562808.0,18.833147469095774,2976,471.62469898279954,1450,198.7725452618794,3850,527.7753787987832,94,58.54108151534212,940.0,128.85944313528734,102,13.982620425318412
55,2022,8386,10030,10964,10240,8667,8197,9684,10669,10439,11211,12144,12829,13108,12796,12032,7026,12323,6715,2.150314855555555,7.2,1002.0,107,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,2916605124.31,157314050.0,18.54001676461829,361,235.8168817767778,279,156.73276782203249,870,488.73658783214427,14,42.88427372419286,134.0,75.27666985000843,18,10.111791472389191
56,2022,34841,41333,46633,43603,35571,33353,38060,43180,45983,49554,52203,53630,56530,55596,55018,34698,56317,24265,1.8188235722222221,5.8,4984.0,898,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,7862999348.6,443664800.0,17.722837936658486,2416,353.8959796978047,1509,194.11281183149103,6128,788.2858256483612,93,65.80576684946047,924.0,118.86033010755317,56,7.203656370154737
57,2022,51941,59575,61872,58435,55858,58837,65511,68962,67197,66504,70723,74697,72046,65408,56866,35166,61123,32760,1.8297751,7.125,7040.0,667,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,8123313084.4800005,723357033.0,11.23001880660501,3066,336.3228234176776,1613,153.4063241828474,6096,579.7674843264958,117,54.388754079156556,1192.0,113.36660782762189,162,15.407206768519082
58,2022,8175,9531,10574,10449,8607,8368,9200,10053,10705,11759,13156,14516,15684,16367,16276,10473,18406,6572,1.8743756055555556,6.625,1041.0,174,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,2862578085.12,118151180.0,24.228095607001134,456,265.89755915679604,257,129.89179053558883,942,476.1014267880338,12,36.64905475979599,174.0,87.94230176339477,14,7.075817383261649
59,2022,145543,168338,174555,180510,177226,159042,165491,169930,166231,164436,163043,159320,149732,138437,129290,79783,126002,137199,3.1195927222222224,9.225,8167.0,2460,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,28335261468.72,1504056720.0,18.83922400793502,8933,387.27486152821433,4910,188.3646647837873,18732,718.6246233665792,268,45.372895789632295,2758.0,105.80646547325567,270,10.358138389332499
60,2022,48733,55539,58714,53203,44712,43139,51215,53933,54755,56087,56600,55293,49061,44617,41160,25950,38014,35473,2.5065957500000002,7.375,4311.0,583,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,7374324708.44,476949954.0,15.461422412549389,1986,273.53185749496254,1059,127.09133654722001,2934,352.11140833762374,62,34.578725160484325,616.0,73.9265942522073,90,10.800963445939377
61,2022,12210,14518,16752,15584,12619,12011,13073,14592,15093,16407,18477,19563,20039,20034,19540,12513,23119,9018,1.8819467166666668,6.575,1533.0,226,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,3303470961.09,147460096.0,22.402473962108367,492,210.70853704894213,364,133.39587792078336,1252,458.8231844967604,9,18.805633331940324,170.0,62.30027265531092,22,8.062388225981412
62,2022,78135,92465,99908,93172,81995,75432,85117,92854,91067,93874,94871,94815,93419,87760,81400,47977,75923,56951,2.2819654444444444,8.25,5582.0,811,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,16062161330.59,806116600.0,19.925357362185572,3979,298.1974861958756,2395,164.72549648058302,10108,695.2172519522894,120,39.65447732094351,1300.0,89.41258681618285,138,9.491489985102488
63,2022,31734,35592,38234,41503,41045,36042,38466,39836,40438,42352,43734,42944,42011,40696,39873,26933,42952,24176,2.1404573166666667,6.25,4227.0,796,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,7492278670.41,584707680.0,12.813716882271839,2557,444.54472126504055,1237,184.87050844620595,4206,628.5896188558952,83,58.979442466619766,856.0,127.92979404199863,24,3.586816655383139
64,2022,30403,35684,38939,38420,33627,33560,38619,40928,43866,44379,48516,49295,47779,45501,44531,31173,54253,21629,1.8026924833333335,5.725,5856.0,1024,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,7052297809.96,418045128.0,16.869704578784134,3862,635.4478481684479,1619,231.98199166355016,7104,1017.9123340196791,84,62.08333949239479,1134.0,162.4876952109116,110,15.761593009876787
65,2022,9511,11008,12246,12420,11189,10276,11452,12520,12991,14052,15979,16773,17043,16663,16313,11264,19753,7558,1.8584710333333332,7.9,1729.0,248,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,3144270815.79,133647003.0,23.526684064812137,639,306.89004495680706,415,179.978576044201,2158,935.8885954298452,24,57.818786287311184,332.0,143.9828608353608,28,12.143132841536453
66,2022,22920,26512,28899,27115,22719,21629,24935,26667,28846,30379,32737,33379,33911,34161,34992,24957,38206,24965,2.9005133555555553,11.575,3673.0,514,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,5702650398.98,289296829.0,19.712108213187502,2131,494.5770529134633,1086,221.36430531152033,5248,1069.7236411370707,50,54.20171711039806,636.0,129.63876443658097,62,12.637741187213868
67,2022,57998,63884,68199,71311,74093,71674,73969,73818,73371,73702,78254,78758,72746,66279,58456,37032,63419,38298,1.9238072277777778,6.175,4499.0,1366,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,,,,5469,550.4874402648762,2491,213.1935208340822,8358,715.3237443320992,141,54.50560325332736,1800.0,154.05392914546286,232,19.855839756526322
68,2022,37851,44347,47275,43776,39224,39179,45841,48329,48544,50226,55105,55137,51016,47266,41489,27223,45972,26022,1.9679902388888888,6.825,3585.0,564,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,,,,2712,413.8803908853355,1248,162.2399513280146,3808,495.0398514880446,81,51.98539274643323,848.0,110.23996692800992,124,16.119995164001452
69,2022,108037,118347,120511,129405,140933,134116,132665,127671,122682,117476,116203,110576,95593,84711,83402,62429,103225,130418,4.056466866666666,6.375,5278.0,3792,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,4904117093.71,336671350.0,14.566481804020448,9947,599.7628325007292,3587,186.7243028942007,13238,689.1152276870445,302,65.43098872290409,2488.0,129.5149332592058,254,13.22218370089963
70,2022,10783,13161,14624,13475,10278,10111,11968,13476,13952,15280,16438,16647,16725,16047,15686,10040,15229,6663,1.6525058499999998,6.375,1781.0,139,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,2351944808.73,128256678.0,18.337796093003437,411,194.24366860114998,402,173.4455695874843,1046,451.3036462400711,19,44.137802866634146,140.0,60.40392970708409,20,8.629132815297726
71,2022,25123,29534,31900,29158,24358,23357,27583,30237,31028,33629,37331,39110,38980,39142,38149,26324,44193,18754,1.9996020388888889,6.3,3205.0,554,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,5486539286.5199995,314287524.0,17.457069936126384,1503,306.1734222242882,755,137.93431038325642,2982,544.7948524011532,50,51.58840705316701,460.0,84.0394473858251,60,10.961667050325012
72,2022,29008,33594,36586,35416,30825,27761,30232,32158,33000,36214,37620,37123,36596,35513,33600,21630,39253,20679,2.1422908944444448,7.15,4896.0,455,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,5499612738.13,365151780.0,15.061169188686414,1476,287.0477241461204,671,118.31752827453899,2250,396.7428295345942,55,49.321161468515164,400.0,70.53205858392786,34,5.995224979633868
73,2022,22064,25263,27478,26368,22576,22493,26742,28567,28596,28938,31057,30540,28501,26311,24879,17569,27346,15188,1.9338824888888888,5.275,2747.0,620,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,5432447488.07,398375649.0,13.636494855311803,1733,436.48573243353337,995,222.19889816144368,3320,741.4073787899428,60,66.05674274201539,570.0,127.28982105730945,44,9.825880923722133
74,2022,49939,53972,54226,47407,40465,50361,60739,62972,60836,58851,58172,55735,46789,41418,39205,27871,40625,34883,2.3919257166666665,5.4,4037.0,1027,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,8863271197.72,491623660.0,18.028569246891006,2944,386.4497749129081,1512,175.35171820329435,4750,550.8734533502964,127,67.0999101812226,1130.0,131.0498952180705,98,11.365389142806114
75,2022,90094,87962,96013,112363,173673,200170,189622,146929,135711,134210,130800,126164,111408,98708,98425,72196,109257,248969,6.616673238888889,5.75,2735.0,17790,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,83520269417.58,6511607216.0,12.826367845461888,20597,1169.2967756794649,4911,233.562409340594,12328,586.3077545002734,274,48.60465611318854,4292.0,204.12336813069223,320,15.218890447768292
76,2022,67296,75473,78737,80392,77911,70224,75549,78520,74529,76572,80277,80030,78521,74697,70019,46060,75398,50658,2.3466631555555555,7.825,4716.0,1111,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,16432964706.17,986759236.0,16.65346936379727,4419,391.3452247811206,2175,173.41676473683708,6150,490.3508520145048,128,48.47915585669865,992.0,79.09399108916891,136,10.843531036418318
77,2022,90398,100447,104282,97294,87929,84199,95472,100661,99725,97799,97431,92301,79370,67123,61076,39093,57799,66129,2.7535067666666664,6.699999999999999,4481.0,1268,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,11989586608.58,766309557.0,15.645879004194647,3420,280.239137138396,1731,119.15127944795306,5282,363.5800450861283,130,39.09551033174044,1238.0,85.21622412279947,136,9.361394572456161
78,2022,88314,99074,103673,96162,85651,81562,90617,97203,100356,102850,99648,95500,80690,67271,63230,46130,72847,59727,2.4626604555555556,6.4,4482.0,1563,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,12582099880.29,875093274.0,14.37801004089308,4973,404.04804943886865,1979,135.40660297059782,5418,370.7089312252142,158,48.69359401870081,1608.0,110.02214127171364,210,14.368563225783497
79,2022,17533,21151,23918,21880,16887,16625,19266,21660,22928,24774,25464,26375,25841,24516,23117,15573,27907,10964,1.7245676333333333,5.275,2345.0,308,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,3212223623.62,221076100.0,14.529945225286676,794,224.20568088730607,562,150.30797086913847,1494,399.5731467588841,44,63.115918121440764,272.0,72.74691828541933,32,8.558460974755214
80,2022,28129,32300,35116,37635,36016,31337,32943,34149,34003,35598,37521,36221,35349,33932,32684,21005,31602,22375,2.285280838888889,8.625,3317.0,405,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,7382013177.75,482424585.0,15.301900871718635,2018,396.9982733592802,1138,201.74908299900542,3020,535.3973907354978,56,46.26416840157298,358.0,63.467637709704704,64,11.346169869891343
81,2022,16986,21428,23851,22488,18224,16954,19576,21615,23690,24929,27184,27617,27381,26796,26160,18143,33146,12670,1.873353988888889,7.8,1933.0,453,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,4346748541.75,211781447.0,20.524689973196757,1229,343.63873196232254,644,163.22558079412792,3320,841.4734910504733,59,81.31425893767745,428.0,108.47911270168751,36,9.12441134874007
82,2022,13557,16052,18129,15441,11790,11556,14150,15614,17243,17588,17964,17915,16972,16428,15954,10770,17801,7863,1.7840471166666667,8.55,1635.0,233,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,3170996692.64,177742827.0,17.840363778168108,833,354.6907980572749,419,157.4957055168603,2104,790.8614902326351,27,52.01811000866969,254.0,95.47472363074587,26,9.77300320629682
83,2022,49953,57442,60788,55520,52116,50657,59221,63836,64967,67310,73590,77556,75173,75088,76748,59424,88975,56301,2.9561998333333332,7.325,3531.0,1121,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,12858531581.46,823647966.0,15.611683768135476,4846,504.39831989100105,2315,208.50971844432834,11002,990.9390593194387,143,69.59111569644648,1622.0,146.09190640030263,220,19.815178426674834
84,2022,29029,33832,35713,32472,27386,26858,31860,33644,34583,35105,38459,39305,37436,35180,34644,25158,38038,27176,2.88011875,9.475,2612.0,793,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,7144959327.49,430032363.0,16.61493399623507,2389,470.879930819426,1003,177.9034355051269,4314,765.1798811257403,70,63.096032160948965,630.0,111.7439325705184,104,18.446617440212563
85,2022,31679,39303,44943,41156,30560,29867,35354,40044,43578,45075,46506,46211,48985,50711,50087,31601,50683,20001,1.6370215166666666,5.2,3659.0,713,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,5900130961.87,474063219.0,12.44587372611584,1546,234.54490674584972,937,132.1069149581121,3504,494.0262860333242,79,60.562386924657325,680.0,95.87268107952639,58,8.177375739136075
86,2022,20339,24189,26520,29816,28873,23084,23660,25279,25639,27205,27811,27856,27888,27233,25870,16957,30469,15038,2.0016852055555554,5.875,2437.0,519,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,4322644055.18,244568205.0,17.6745953349905,1376,359.0309268075929,876,198.39921727432088,1836,415.8230170270013,44,47.09256900666788,360.0,81.53392490725516,22,4.98262874433226
87,2022,16132,18886,20416,22482,21280,18446,19295,20546,21425,23024,24636,24755,24836,25236,25247,17050,28746,13089,2.0467429722222223,6.45,2196.0,377,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,3802272595.67,192279243.0,19.774742901759815,1411,428.2200741001715,839,226.68752516123456,2576,696.003652938427,33,44.92791112442308,306.0,82.67745256178517,32,8.646008111036359
88,2022,16072,18732,21023,20073,16972,16354,18440,19813,20699,22016,24721,26289,26188,25552,24758,15374,25624,12079,1.9320855611111112,7.425000000000001,2321.0,285,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,4810802557.56,241674765.0,19.906102143349557,771,249.04306458673196,596,167.47029931101144,1792,503.53485967337673,36,55.61563417271744,358.0,100.5945757606411,40,11.239617403423587
89,2022,15970,19122,20747,18395,14024,14321,17488,19087,19457,20952,23090,23218,23444,22887,23040,14490,24164,14556,2.5087505666666665,6.7,1970.0,345,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,3698942561.96,188180034.0,19.656402878320236,823,278.9463705758209,422,128.14245067882098,1508,457.911885364128,20,33.40682835571591,216.0,65.58950082138703,20,6.073101927906207
90,2022,7116,8270,9104,8631,8508,7866,8089,8658,8655,8962,9477,9021,8751,8095,7646,5025,8208,4516,1.8835662388888887,8.175,802.0,99,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,1674740753.88,69912348.0,23.954863508231764,538,467.58769217715695,201,146.83215112753942,616,449.99306017196164,14,51.68912682296474,122.0,89.12200217691448,16,11.688131433037965
91,2022,84475,90806,92857,85780,86168,81107,88292,88931,87671,88718,86295,83740,71475,57620,53179,37642,59790,58628,2.682589872222222,6.35,4067.0,1100,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,13020355062.28,1046228745.0,12.445036637069268,3946,351.7683291337083,1711,130.00996160488978,4764,361.99150034231144,133,44.73685980880879,1150.0,87.38249903309365,164,12.461504209936834
92,2022,95041,100688,101069,98124,107992,114713,123372,121699,119452,113958,107154,101283,84200,68934,64347,46671,78738,86562,3.086264938888889,5.875,3274.0,3854,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,19441729669.21,904037271.0,21.505451481778564,6900,528.2241153116447,2221,135.2617110088782,6406,390.13350775455814,181,44.767850252777585,2128.0,129.59789330341863,208,12.66746325522137
93,2022,116282,122881,121337,114120,113995,114827,126337,124703,120078,110301,101966,97248,81429,69527,57059,35687,53948,126777,4.495282705555556,10.25,2369.0,2651,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,15469775772.52,855600802.0,18.080599897006643,3830,268.20662096570976,1755,104.29009642228516,4158,247.08730536972178,136,32.960907394391796,966.0,57.40412144953132,170,10.102174582215657
94,2022,85115,89542,89734,89480,96655,99124,102585,100190,97481,94049,89049,88728,75764,62296,56194,38264,65281,79868,3.3525234666666663,7.15,2716.0,1989,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,15757071875.41,978348895.0,16.105779805076594,4575,393.47146492901305,1791,125.53022678146385,5204,364.7455612343595,117,34.05042955926521,1374.0,96.30292104842621,176,12.335745345358816
95,2022,85959,91991,92124,86156,80511,77956,86051,89439,88031,83981,78775,78054,67591,56059,49334,31396,47437,65351,3.096072527777778,8.025,3509.0,988,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,11416486719.42,753471030.0,15.151858883572471,3232,294.83877594986416,1489,116.8416806997004,4514,354.2131273864658,115,38.57843499030507,1048.0,82.2364549182579,148,11.613545160211995
971,2022,18513,21520,24132,25543,18867,16416,18438,19274,20504,26322,29703,32288,29028,25588,21257,15175,21001,18874,2.8131661055555557,18.5,1097.0,312,19.86294404920315,5.243734119659363,23.788417170715928,27.730927835875907,11.336720413638044,0.0,12.037256410907613,450.9,2018.4,120.8,6396.1,712.2,3162.3,4242.3,2109.9,3940.4,7377.7,0.1107404575,1.66147637,8232633345.57,258956680.0,31.791546545816075,1282,411.82666467527844,684,181.98991605582088,4256,1132.3816999028854,59,76.46647139635553,482.0,128.24435605103167,58,15.431893466721654
